print_id,title,event,venues,flags,show_detail,tour
317824,Goose Thornville N2 22 Morlan - Concert,,"Legend Valley - Thornville, OH",unassigned — no show or tour; no parseable event date; no instagram link: Garrett Maurer Morlan,,
317825,Goose Thornville N2 22 Morlan - Artist Proof Rainbow Foil,,"Legend Valley - Thornville, OH",unassigned — no show or tour; no parseable event date; no instagram link: Garrett Maurer Morlan,,
317826,Goose Thornville N2 22 Morlan - Artist Proof,,"Legend Valley - Thornville, OH",unassigned — no show or tour; no parseable event date; no instagram link: Garrett Maurer Morlan,,
317815,Goose Thornville N1 22 Morlan - Foil,,"Legend Valley - Thornville, OH",unassigned — no show or tour; no parseable event date; no instagram link: Garrett Maurer Morlan,,
317817,Goose Thornville N1 22 Morlan - Concert,,"Legend Valley - Thornville, OH",unassigned — no show or tour; no parseable event date; no instagram link: Garrett Maurer Morlan,,
317818,Goose Thornville N1 22 Morlan - Artist Proof Rainbow Foil,,"Legend Valley - Thornville, OH",unassigned — no show or tour; no parseable event date; no instagram link: Garrett Maurer Morlan,,
317819,Goose Thornville N1 22 Morlan - Artist Proof,,"Legend Valley - Thornville, OH",unassigned — no show or tour; no parseable event date; no instagram link: Garrett Maurer Morlan,,
317776,Goose Milwaukee 23 Mazza - Artist Swirl Foil,"September 17, 2023","Miller High Life Theatre - Milwaukee, WI",no instagram link: Jim Mazza,"2023-09-17 Miller High Life Theatre (Milwaukee, WI)",
317777,Goose Milwaukee 23 Mazza - Artist Gold Foil,"September 17, 2023","Miller High Life Theatre - Milwaukee, WI",no instagram link: Jim Mazza,"2023-09-17 Miller High Life Theatre (Milwaukee, WI)",
317781,Goose Milwaukee 23 Mazza - Web,"September 17, 2023","Miller High Life Theatre - Milwaukee, WI",no instagram link: Jim Mazza,"2023-09-17 Miller High Life Theatre (Milwaukee, WI)",
317520,The el Goose Times Vol. 3 October 21 - Alternative Cover,Fall Tour 2021,*multiple venues,tour matched fuzzily: '2021 Fall'; no parseable event date; no instagram link: Jon Caruso,,2021 Fall
317841,Goose Boston 23 Perez - Artist,"September 13-14, 2023","Leader Bank Pavilion - Boston, MA",no instagram link: Derek Perez,"2023-09-13 Leader Bank Pavilion (Boston, MA) | 2023-09-14 Leader Bank Pavilion (Boston, MA)",
337221,Goose Lady Goose 22 Levy - Skate Deck,,,unassigned — no show or tour; no parseable event date; no instagram link: Joshua Marc Levy,,
337222,Goose Lady Goose 22 Levy - T-Shirt,,,unassigned — no show or tour; no parseable event date; no instagram link: Joshua Marc Levy,,
316918,Goose Burlington 22 Smith - Web,,"The Lawn at Midway, Burlington, VT",unassigned — no show or tour; no parseable event date,,
316919,Goose Burlington 22 Smith - Show Foil,,"The Lawn at Midway, Burlington, VT",unassigned — no show or tour; no parseable event date,,
316920,Goose Burlington 22 Smith - Artist,,"The Lawn at Midway, Burlington, VT",unassigned — no show or tour; no parseable event date,,
316921,Goose Burlington 22 Smith - Artist Rainbow Foil,,"The Lawn at Midway, Burlington, VT",unassigned — no show or tour; no parseable event date,,
315593,Goose Portland 23 Tatum - Foil,"July 6, 2023","Thompson's Point - Portland, ME",no instagram link: Hannah Tatum,"2023-07-06 Thompson's Point (Portland, ME)",
315594,Goose Portland 23 Tatum - Web,"July 6, 2023","Thompson's Point - Portland, ME",no instagram link: Hannah Tatum,"2023-07-06 Thompson's Point (Portland, ME)",
315120,Goose Louisville 23 Powers - Foil,"June 22-23, 2023","Louisville Palace - Louisville, KY",no instagram link: Max Powers,"2023-06-22 Louisville Palace Theatre (Louisville, KY) | 2023-06-23 Louisville Palace Theatre (Louisville, KY)",
315121,Goose Louisville 23 Powers - Web  Green Purple,"June 22-23, 2023","Louisville Palace - Louisville, KY",no instagram link: Max Powers,"2023-06-22 Louisville Palace Theatre (Louisville, KY) | 2023-06-23 Louisville Palace Theatre (Louisville, KY)",
315062,Goose Chicago 23 Banda - Foil,"June 21, 2022","Chicago Theatre - Chicago, IL",no qualifying show on 2022-06-21; unassigned — no show or tour,,
317530,Goose Chicago 23 Banda - Pink Web,"June 21, 2022","Chicago Theatre - Chicago, IL",no qualifying show on 2022-06-21; unassigned — no show or tour,,
315037,Goose Louisville 23 Mazza - Rainbow Foil,"June 22-23, 2022","Palace Theater, The - Louisville, KY",no qualifying show in range 2022-06-22..2022-06-23; unassigned — no show or tour; no instagram link: Jim Mazza,,
315041,Goose Louisville 23 Mazza - Artist,"June 22-23, 2022","Palace Theater, The - Louisville, KY",no qualifying show in range 2022-06-22..2022-06-23; unassigned — no show or tour; no instagram link: Jim Mazza,,
328417,Goose Louisville 23 Mazza - Lava Foil,"June 22-23, 2022","Palace Theater, The - Louisville, KY",no qualifying show in range 2022-06-22..2022-06-23; unassigned — no show or tour; no instagram link: Jim Mazza,,
313856,Goose New Orleans 23 Jaxtheimer - Artist,"May 2-3, 2023","Faubourg Brewery, New Orleans LA",no instagram link: Christian Jaxtheimer,"2023-05-02 Faubourg Brewing Co. (New Orleans, LA) | 2023-05-03 Faubourg Brewing Co. (New Orleans, LA)",
313857,Goose New Orleans 23 Jaxtheimer - Artist Foil,"May 2-3, 2023","Faubourg Brewery, New Orleans LA",no instagram link: Christian Jaxtheimer,"2023-05-02 Faubourg Brewing Co. (New Orleans, LA) | 2023-05-03 Faubourg Brewing Co. (New Orleans, LA)",
313736,Goose San Diego 23 Spusta - Foil,"March 29, 2023","Cal Coast Theatre - San Diego, CA",no qualifying show on 2023-03-29; unassigned — no show or tour; no instagram link: Marq Spusta,,
313737,Goose San Diego 23 Spusta - Web,"March 29, 2023","Cal Coast Theatre - San Diego, CA",no qualifying show on 2023-03-29; unassigned — no show or tour; no instagram link: Marq Spusta,,
313749,Goose San Diego 23 Spusta - VIP,"March 29, 2023","Cal Coast Theatre - San Diego, CA",no qualifying show on 2023-03-29; unassigned — no show or tour; no instagram link: Marq Spusta,,
313932,Goose San Diego 23 Spusta - Artist Purple,"March 29, 2023","Cal Coast Theatre - San Diego, CA",no qualifying show on 2023-03-29; unassigned — no show or tour; no instagram link: Marq Spusta,,
313933,Goose San Diego 23 Spusta - Artist Green,"March 29, 2023","Cal Coast Theatre - San Diego, CA",no qualifying show on 2023-03-29; unassigned — no show or tour; no instagram link: Marq Spusta,,
313934,Goose San Diego 23 Spusta - Artist Gold Cream,"March 29, 2023","Cal Coast Theatre - San Diego, CA",no qualifying show on 2023-03-29; unassigned — no show or tour; no instagram link: Marq Spusta,,
313677,Goose San Francisco N1 23 Zoltron - Foil,"March 27, 2023","Warfield Theatre - San Francisco, CA",no qualifying show on 2023-03-27; unassigned — no show or tour,,
313678,Goose San Francisco N1 23 Zoltron - Web,"March 27, 2023","Warfield Theatre - San Francisco, CA",no qualifying show on 2023-03-27; unassigned — no show or tour,,
313699,Goose San Francisco N1 23 Zoltron - VIP,"March 27, 2023","Warfield Theatre - San Francisco, CA",no qualifying show on 2023-03-27; unassigned — no show or tour,,
314798,Goose San Francisco N1 23 Zoltron - Artist Circular Foil,"March 27, 2023","Warfield Theatre - San Francisco, CA",no qualifying show on 2023-03-27; unassigned — no show or tour,,
318575,Goose San Francisco N1 23 Zoltron - Artist,"March 27, 2023","Warfield Theatre - San Francisco, CA",no qualifying show on 2023-03-27; unassigned — no show or tour,,
321091,Goose San Francisco N1 23 Zoltron - Artist White Lava,"March 27, 2023","Warfield Theatre - San Francisco, CA",no qualifying show on 2023-03-27; unassigned — no show or tour,,
321093,Goose San Francisco N1 23 Zoltron - Artist Microwave Variant,"March 27, 2023","Warfield Theatre - San Francisco, CA",no qualifying show on 2023-03-27; unassigned — no show or tour,,
313572,Goose Boise 23 Triscari - Foil,"April 21, 2023","Knitting Factory House - Boise, ID",no instagram link: Joe Triscari,"2023-04-21 Knitting Factory Boise (Boise, ID)",
313573,Goose Boise 23 Triscari - Web,"April 21, 2023","Knitting Factory House - Boise, ID",no instagram link: Joe Triscari,"2023-04-21 Knitting Factory Boise (Boise, ID)",
313375,Goose Chicago N2 23 Landland - Foil,"April 15, 2023","The Salt Shed, Chicago IL",no instagram link: Landland,"2023-04-15 The Salt Shed (Chicago, IL)",
313376,Goose Chicago N2 23 Landland - Web,"April 15, 2023","The Salt Shed, Chicago IL",no instagram link: Landland,"2023-04-15 The Salt Shed (Chicago, IL)",
313563,Goose Chicago N2 23 Landland - Artist,"April 15, 2023","The Salt Shed, Chicago IL",no instagram link: Landland,"2023-04-15 The Salt Shed (Chicago, IL)",
313564,Goose Chicago N2 23 Landland - Artist Foil,"April 15, 2023","The Salt Shed, Chicago IL",no instagram link: Landland,"2023-04-15 The Salt Shed (Chicago, IL)",
313372,Goose Chicago N1 23 Landland - Foil,"April 14, 2023","The Salt Shed, Chicago IL",no instagram link: Landland,"2023-04-14 The Salt Shed (Chicago, IL)",
313373,Goose Chicago N1 23 Landland - Web,"April 14, 2023","The Salt Shed, Chicago IL",no instagram link: Landland,"2023-04-14 The Salt Shed (Chicago, IL)",
313561,Goose Chicago N1 23 Landland - Artist,"April 14, 2023","The Salt Shed, Chicago IL",no instagram link: Landland,"2023-04-14 The Salt Shed (Chicago, IL)",
313562,Goose Chicago N1 23 Landland - Artist Foil,"April 14, 2023","The Salt Shed, Chicago IL",no instagram link: Landland,"2023-04-14 The Salt Shed (Chicago, IL)",
313069,Goose Athens 23 Ryan - Foil,"March 28, 2023","Georgia Theatre - Athens, GA",no instagram link: Jay Ryan,"2023-03-28 Georgia Theatre (Athens, GA)",
313075,Goose Athens 23 Ryan - Web,"March 28, 2023","Georgia Theatre - Athens, GA",no instagram link: Jay Ryan,"2023-03-28 Georgia Theatre (Athens, GA)",
313087,Goose Athens 23 Ryan - Artist,"March 28, 2023","Georgia Theatre - Athens, GA",no instagram link: Jay Ryan,"2023-03-28 Georgia Theatre (Athens, GA)",
311785,Goose Alive and Well 4-LP Vinyl 20 - Deluxe Package,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311780,Goose Shenanigans Night Club Vinyl 21 - White,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311782,Goose Shenanigans Night Club Vinyl 21 - Splatter,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311783,Goose Shenanigans Night Club Vinyl 21 - Black,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
320928,Goose Shenanigans Night Club Vinyl 21 - Purple,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311610,Goose Dripfield Vinyl  22 - White,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
317565,Goose Dripfield Vinyl  22 - Blue Vinyl,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
321865,Goose Dripfield Vinyl  22 - Orange,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311530,Goose Undecided Vinyl 22 - Black and White,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311615,Goose Undecided Vinyl 22 - Heady Wax,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
312022,Goose Undecided Vinyl 22 - Translucent Blue,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
321984,Goose Undecided Vinyl 22 - Red,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311555,Goose Pittsburgh 22 Besch - Show Foil,,"Stage AE - Pittsburgh, PA",unassigned — no show or tour; no parseable event date,,
311556,Goose Pittsburgh 22 Besch - Yellow Variant,,"Stage AE - Pittsburgh, PA",unassigned — no show or tour; no parseable event date,,
311557,Goose Pittsburgh 22 Besch - Artist,,"Stage AE - Pittsburgh, PA",unassigned — no show or tour; no parseable event date,,
311558,Goose Pittsburgh 22 Besch - Artist Foil,,"Stage AE - Pittsburgh, PA",unassigned — no show or tour; no parseable event date,,
311559,Goose Pittsburgh 22 Besch - Artist Yellow Variant,,"Stage AE - Pittsburgh, PA",unassigned — no show or tour; no parseable event date,,
311546,Goose Dillon / Morrison [Uncut] 22 Blankenship - Show Foil,,"Red Rocks Amphitheatre - Morrison, CO | Dillon Amphitheater - Dillon, CO",unassigned — no show or tour; no parseable event date,,
311541,Goose Las Vegas / Los Angeles 22 Gonzalez - Show Foil,,"Greek Theatre - Los Angeles, CA | Brooklyn Bowl - Las Vegas, NV",unassigned — no show or tour; no parseable event date,,
311542,Goose Las Vegas / Los Angeles 22 Gonzalez - Web Green Variant,,"Greek Theatre - Los Angeles, CA | Brooklyn Bowl - Las Vegas, NV",unassigned — no show or tour; no parseable event date,,
311764,Goose Las Vegas / Los Angeles 22 Gonzalez - Artist,,"Greek Theatre - Los Angeles, CA | Brooklyn Bowl - Las Vegas, NV",unassigned — no show or tour; no parseable event date,,
311765,Goose Las Vegas / Los Angeles 22 Gonzalez - Artist Foil,,"Greek Theatre - Los Angeles, CA | Brooklyn Bowl - Las Vegas, NV",unassigned — no show or tour; no parseable event date,,
311766,Goose Las Vegas / Los Angeles 22 Gonzalez - Artist Green Variant,,"Greek Theatre - Los Angeles, CA | Brooklyn Bowl - Las Vegas, NV",unassigned — no show or tour; no parseable event date,,
316925,Goose Fayetteville / OKC 22 Loeffler - Web,,*multiple venues,unassigned — no show or tour; no parseable event date; no instagram link: Max Loeffler,,
311432,Goose Mission Ballroom 21 Leaming - Rainbow Foil,11/21-22/2021,"Mission Ballroom - Denver, CO",no instagram link: Alex Leaming,"2021-11-21 The Mission Ballroom (Denver, CO) | 2021-11-22 The Mission Ballroom (Denver, CO)",
311433,Goose Mission Ballroom 21 Leaming - Artist Edition Paper,11/21-22/2021,"Mission Ballroom - Denver, CO",no instagram link: Alex Leaming,"2021-11-21 The Mission Ballroom (Denver, CO) | 2021-11-22 The Mission Ballroom (Denver, CO)",
311434,Goose Mission Ballroom 21 Leaming - Artist Edition Rainbow Foil,11/21-22/2021,"Mission Ballroom - Denver, CO",no instagram link: Alex Leaming,"2021-11-21 The Mission Ballroom (Denver, CO) | 2021-11-22 The Mission Ballroom (Denver, CO)",
310768,Goose Cincinnati 22 Schaw - Show Foil,"December 30-31, 2022","Andrew J Brady Music Center - Cincinnati, OH",no instagram link: Peter Schaw,"2022-12-30 The Andrew J Brady Music Center (Cincinnati, OH) | 2022-12-31 The Andrew J Brady Music Center (Cincinnati, OH)",
310885,Goose Cincinnati 22 Schaw - Artist,"December 30-31, 2022","Andrew J Brady Music Center - Cincinnati, OH",no instagram link: Peter Schaw,"2022-12-30 The Andrew J Brady Music Center (Cincinnati, OH) | 2022-12-31 The Andrew J Brady Music Center (Cincinnati, OH)",
310886,Goose Cincinnati 22 Schaw - Artist Sparkle Foil,"December 30-31, 2022","Andrew J Brady Music Center - Cincinnati, OH",no instagram link: Peter Schaw,"2022-12-30 The Andrew J Brady Music Center (Cincinnati, OH) | 2022-12-31 The Andrew J Brady Music Center (Cincinnati, OH)",
311159,Goose Cincinnati 22 Schaw - Artist Champagne Foil,"December 30-31, 2022","Andrew J Brady Music Center - Cincinnati, OH",no instagram link: Peter Schaw,"2022-12-30 The Andrew J Brady Music Center (Cincinnati, OH) | 2022-12-31 The Andrew J Brady Music Center (Cincinnati, OH)",
311160,Goose Cincinnati 22 Schaw - Artist Lava Foil,"December 30-31, 2022","Andrew J Brady Music Center - Cincinnati, OH",no instagram link: Peter Schaw,"2022-12-30 The Andrew J Brady Music Center (Cincinnati, OH) | 2022-12-31 The Andrew J Brady Music Center (Cincinnati, OH)",
310787,Goose Boulder 22 Stiles - Artist,"December 18, 2022","Fox Theatre - Boulder, CO",no instagram link: Daniel Stiles,"2022-12-18 The Fox Theatre (Boulder, CO)",
313062,Goose Boulder 22 Stiles - AE II,"December 18, 2022","Fox Theatre - Boulder, CO",no instagram link: Daniel Stiles,"2022-12-18 The Fox Theatre (Boulder, CO)",
310878,Goose Summer Tour 17 Helton - Art Print,,,unassigned — no show or tour; no parseable event date,,
310335,Goose 18 Lovering - Foil,2018 Goose,,unassigned — no show or tour; no parseable event date,,
330174,Goose Atlanta [Uncut] 22 Biffle - Printer's Proof,10/01/2022 - 10/02/2022,"Pullman Yards - Atlanta, GA",no instagram link: Richard Biffle,"2022-10-01 Pullman Yards (Atlanta, GA) | 2022-10-02 Pullman Yards (Atlanta, GA)",
310944,Goose Kansas City 22 Jaxtheimer - Rainbow Foil,10/11/2022,"Arvest Bank Theater - Kansas City, MO",no instagram link: Christian Jaxtheimer,"2022-10-11 The Midland Theatre (Kansas City, MO)",
310945,Goose Kansas City 22 Jaxtheimer - Web Variant,10/11/2022,"Arvest Bank Theater - Kansas City, MO",no instagram link: Christian Jaxtheimer,"2022-10-11 The Midland Theatre (Kansas City, MO)",
312343,Goose Kansas City 22 Jaxtheimer - AP,10/11/2022,"Arvest Bank Theater - Kansas City, MO",no instagram link: Christian Jaxtheimer,"2022-10-11 The Midland Theatre (Kansas City, MO)",
312344,Goose Kansas City 22 Jaxtheimer - AP Foil,10/11/2022,"Arvest Bank Theater - Kansas City, MO",no instagram link: Christian Jaxtheimer,"2022-10-11 The Midland Theatre (Kansas City, MO)",
310014,Trey Anastasio Band / Goose Reading  22 Winters - Foil,"November 19, 2022","Santander Arena - Reading, PA",no instagram link: N.C. Winters,"2022-11-19 Santander Arena (Reading, PA)",
310303,Trey Anastasio Band / Goose Reading  22 Winters - Artist Ice,"November 19, 2022","Santander Arena - Reading, PA",no instagram link: N.C. Winters,"2022-11-19 Santander Arena (Reading, PA)",
310304,Trey Anastasio Band / Goose Reading  22 Winters - Artist Ice Foil,"November 19, 2022","Santander Arena - Reading, PA",no instagram link: N.C. Winters,"2022-11-19 Santander Arena (Reading, PA)",
310305,Trey Anastasio Band / Goose Reading  22 Winters - Artist Blush,"November 19, 2022","Santander Arena - Reading, PA",no instagram link: N.C. Winters,"2022-11-19 Santander Arena (Reading, PA)",
310306,Trey Anastasio Band / Goose Reading  22 Winters - Artist Blush Foil,"November 19, 2022","Santander Arena - Reading, PA",no instagram link: N.C. Winters,"2022-11-19 Santander Arena (Reading, PA)",
309992,Trey Anastasio Band / Goose Syracuse 22 Tatum - Foil,"November 18, 2022",War Memorial Oncenter - Syracuse NY,no instagram link: Hannah Tatum,"2022-11-18 Upstate Medical Arena at The Oncenter War Memorial (Syracuse, NY)",
310096,Trey Anastasio Band / Goose Syracuse 22 Tatum - Artist,"November 18, 2022",War Memorial Oncenter - Syracuse NY,no instagram link: Hannah Tatum,"2022-11-18 Upstate Medical Arena at The Oncenter War Memorial (Syracuse, NY)",
310097,Trey Anastasio Band / Goose Syracuse 22 Tatum - Artist Foil,"November 18, 2022",War Memorial Oncenter - Syracuse NY,no instagram link: Hannah Tatum,"2022-11-18 Upstate Medical Arena at The Oncenter War Memorial (Syracuse, NY)",
310454,Trey Anastasio Band / Goose 22 Pollock - Artist,2022 Fall Tour,*multiple venue tour poster,no parseable event date,,2022 Fall
310723,Trey Anastasio Band / Goose 22 Pollock - T-Shirt,2022 Fall Tour,*multiple venue tour poster,no parseable event date,,2022 Fall
309608,Trey Anastasio Band / Goose Fall Tour 22 Kloc - Foil,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date,,
309328,Goose Dallas 22 Mazza - Web Foil,"October 15, 2022","Southside Ballroom - Dallas, TX",no instagram link: Jim Mazza,"2022-10-15 South Side Ballroom (Dallas, TX)",
309374,Goose Dallas 22 Mazza - Artist,"October 15, 2022","Southside Ballroom - Dallas, TX",no instagram link: Jim Mazza,"2022-10-15 South Side Ballroom (Dallas, TX)",
309375,Goose Dallas 22 Mazza - Artist Rainbow Foil,"October 15, 2022","Southside Ballroom - Dallas, TX",no instagram link: Jim Mazza,"2022-10-15 South Side Ballroom (Dallas, TX)",
309376,Goose Dallas 22 Mazza - Artist Lava Foil,"October 15, 2022","Southside Ballroom - Dallas, TX",no instagram link: Jim Mazza,"2022-10-15 South Side Ballroom (Dallas, TX)",
308857,Goose Richmond 22 Medel - Foil,"September 29-30, 2022","National, The - Richmond, VA",no instagram link: David Medel,"2022-09-29 The National (Richmond, VA) | 2022-09-30 The National (Richmond, VA)",
308876,Goose Richmond 22 Medel - Web Variant,"September 29-30, 2022","National, The - Richmond, VA",no instagram link: David Medel,"2022-09-29 The National (Richmond, VA) | 2022-09-30 The National (Richmond, VA)",
307876,Goose Columbia 22 Race - Foil,"August 12-13, 2022",Chrysalis Pavilion Columbia MD,no instagram link: Bailey Race,"2022-08-12 The Chrysalis (Columbia, MD) | 2022-08-13 The Chrysalis (Columbia, MD)",
307877,Goose Columbia 22 Race - Web Key Foil,"August 12-13, 2022",Chrysalis Pavilion Columbia MD,no instagram link: Bailey Race,"2022-08-12 The Chrysalis (Columbia, MD) | 2022-08-13 The Chrysalis (Columbia, MD)",
307878,Goose Columbia 22 Race - Artist,"August 12-13, 2022",Chrysalis Pavilion Columbia MD,no instagram link: Bailey Race,"2022-08-12 The Chrysalis (Columbia, MD) | 2022-08-13 The Chrysalis (Columbia, MD)",
307879,Goose Columbia 22 Race - Artist Foil,"August 12-13, 2022",Chrysalis Pavilion Columbia MD,no instagram link: Bailey Race,"2022-08-12 The Chrysalis (Columbia, MD) | 2022-08-13 The Chrysalis (Columbia, MD)",
306483,Goose Indianapolis 22 Schaw - Show Foil,,"White River State Park - Indianapolis, IN",unassigned — no show or tour; no parseable event date; no instagram link: Peter Schaw,,
306484,Goose Indianapolis 22 Schaw - Band Online Variant,,"White River State Park - Indianapolis, IN",unassigned — no show or tour; no parseable event date; no instagram link: Peter Schaw,,
319192,Goose Indianapolis 22 Schaw - Artist,,"White River State Park - Indianapolis, IN",unassigned — no show or tour; no parseable event date; no instagram link: Peter Schaw,,
319193,Goose Indianapolis 22 Schaw - Artist Foil,,"White River State Park - Indianapolis, IN",unassigned — no show or tour; no parseable event date; no instagram link: Peter Schaw,,
319194,Goose Indianapolis 22 Schaw - Artist Variant,,"White River State Park - Indianapolis, IN",unassigned — no show or tour; no parseable event date; no instagram link: Peter Schaw,,
306283,Goose Lewiston 22 BioWorkZ - Foil,,"Artpark - Lewiston, NY",unassigned — no show or tour; no parseable event date,,
306318,Goose Lewiston 22 BioWorkZ - Web Variant,,"Artpark - Lewiston, NY",unassigned — no show or tour; no parseable event date,,
304248,Goosemas Uncasville 22 Mahn - Show Foil,2022-02-26,"Mohegan Sun Arena - Uncasville, CT",unassigned — no show or tour; no parseable event date,,
304249,Goosemas Uncasville 22 Mahn - Web Teal Variant,2022-02-26,"Mohegan Sun Arena - Uncasville, CT",unassigned — no show or tour; no parseable event date,,
304250,Goosemas Uncasville 22 Mahn - AP,2022-02-26,"Mohegan Sun Arena - Uncasville, CT",unassigned — no show or tour; no parseable event date,,
304251,Goosemas Uncasville 22 Mahn - AP Foil,2022-02-26,"Mohegan Sun Arena - Uncasville, CT",unassigned — no show or tour; no parseable event date,,
304252,Goosemas Uncasville 22 Mahn - AP Teal Variant,2022-02-26,"Mohegan Sun Arena - Uncasville, CT",unassigned — no show or tour; no parseable event date,,
304139,Goose Charlotte 22 Wilcox - Web,2022-03-03,"Fillmore, The - Charlotte, NC",unassigned — no show or tour; no parseable event date; no instagram link: Jonathan Wilcox,,
313290,Goose Charlotte 22 Wilcox - Show Foil,2022-03-03,"Fillmore, The - Charlotte, NC",unassigned — no show or tour; no parseable event date; no instagram link: Jonathan Wilcox,,
303570,Goose MT MN WI KY [Uncut] 22 Mahn - Purple,,"First Avenue -  Minneapolis, MN | Sylvee, The - Madison, WI | Elm, The - Bozeman, MT | Old Forester's Pa. Hall - Louisville, KY",unassigned — no show or tour; no parseable event date,,
303627,Goose MT MN WI KY [Uncut] 22 Mahn - Artist Green,,"First Avenue -  Minneapolis, MN | Sylvee, The - Madison, WI | Elm, The - Bozeman, MT | Old Forester's Pa. Hall - Louisville, KY",unassigned — no show or tour; no parseable event date,,
303628,Goose MT MN WI KY [Uncut] 22 Mahn - Artist Purple,,"First Avenue -  Minneapolis, MN | Sylvee, The - Madison, WI | Elm, The - Bozeman, MT | Old Forester's Pa. Hall - Louisville, KY",unassigned — no show or tour; no parseable event date,,
303537,Goose Portland / Seattle 22 Fant - Foil,,"Wonder Ballroom - Portland, OR | Neptune Theatre - Seattle, WA",unassigned — no show or tour; no parseable event date,,
303538,Goose Portland / Seattle 22 Fant - Web Blue,,"Wonder Ballroom - Portland, OR | Neptune Theatre - Seattle, WA",unassigned — no show or tour; no parseable event date,,
303998,Goose San Francisco 22 ZazzCorp - Green,,,unassigned — no show or tour; no parseable event date,,
303999,Goose San Francisco 22 ZazzCorp - AP Purple,,,unassigned — no show or tour; no parseable event date,,
304000,Goose San Francisco 22 ZazzCorp - AP Green,,,unassigned — no show or tour; no parseable event date,,
304001,Goose San Francisco 22 ZazzCorp - AP Purple Foil,,,unassigned — no show or tour; no parseable event date,,
304002,Goose San Francisco 22 ZazzCorp - AP Green Foil,,,unassigned — no show or tour; no parseable event date,,
303528,Goose Bend / Portland 22 Fant - Foil,,"Midtown, The - Bend, OR | Wonder Ballroom - Portland, OR",unassigned — no show or tour; no parseable event date,,
303529,Goose Bend / Portland 22 Fant - Web Blue,,"Midtown, The - Bend, OR | Wonder Ballroom - Portland, OR",unassigned — no show or tour; no parseable event date,,
302913,Goose New York City N2 21 Race - Web,Goose Terminal 5 2021,"Terminal 5 - New York City, NY",unassigned — no show or tour; no parseable event date; no instagram link: Bailey Race,,
302914,Goose New York City N2 21 Race - Foil,Goose Terminal 5 2021,"Terminal 5 - New York City, NY",unassigned — no show or tour; no parseable event date; no instagram link: Bailey Race,,
302910,Goose New York City N1 21 Race - Web,Goose Terminal 5 2021,"Terminal 5 - New York City, NY",unassigned — no show or tour; no parseable event date; no instagram link: Bailey Race,,
302911,Goose New York City N1 21 Race - Foil,Goose Terminal 5 2021,"Terminal 5 - New York City, NY",unassigned — no show or tour; no parseable event date; no instagram link: Bailey Race,,
302892,Goose NYC 20 Steely - Blacktop Variant,2020-12-11 Goosemas 7,,unassigned — no show or tour; no parseable event date,,
302888,Goose Denver N2 21 Mazza - Foil,,"Mission Ballroom - Denver, CO",unassigned — no show or tour; no parseable event date; no instagram link: Jim Mazza,,
302889,Goose Denver N2 21 Mazza - Gold Foil,,"Mission Ballroom - Denver, CO",unassigned — no show or tour; no parseable event date; no instagram link: Jim Mazza,,
302885,Goose Denver N1 21 Mazza - Foil,"Goose Denver,CO","Mission Ballroom - Denver, CO",unassigned — no show or tour; no parseable event date; no instagram link: Jim Mazza,,
302886,Goose Denver N1 21 Mazza - Gold Foil,"Goose Denver,CO","Mission Ballroom - Denver, CO",unassigned — no show or tour; no parseable event date; no instagram link: Jim Mazza,,
302900,Goose Relix Session 21 Steely - Gold Foil,,,unassigned — no show or tour; no parseable event date,,
302872,Goose Shenanigans 21 Flames - Foil,Goose Shenanigans Movie Poster 2021,,unassigned — no show or tour; no parseable event date,,
325551,Goose Shenanigans 21 Flames - Artist,Goose Shenanigans Movie Poster 2021,,unassigned — no show or tour; no parseable event date,,
301657,Goose Dallas OKC KC 21 Minsloff - Foil,11/13/2021-11/17/2021,"The HiFi Dallas - Dallas, TX | Truman, The - Kansas City, MO | Tower Theatre, The - Oklahoma City, OK",no instagram link: Ivan Minsloff,"2021-11-13 The Echo Lounge & Music Hall (Dallas, TX) | 2021-11-16 Tower Theatre (Oklahoma City, OK) | 2021-11-17 The Truman (Kansas City, MO)",
301658,Goose Dallas OKC KC 21 Minsloff - Web,11/13/2021-11/17/2021,"The HiFi Dallas - Dallas, TX | Truman, The - Kansas City, MO | Tower Theatre, The - Oklahoma City, OK",no instagram link: Ivan Minsloff,"2021-11-13 The Echo Lounge & Music Hall (Dallas, TX) | 2021-11-16 Tower Theatre (Oklahoma City, OK) | 2021-11-17 The Truman (Kansas City, MO)",
301173,Goose Worcester 21 Blomerth - Lavender,2021-10-30 - 2021-10-31,"Palladium, The - Worcester, MA",unassigned — no show or tour; no parseable event date,,
